Username,Text,language,retweet_count,Time,location
nilladahe80,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:15:33+00:00,
Samsam90494821,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:15:32+00:00,
Mojahedineng,"December 31 - Anzali, northern #Iran  Locals attacked a site of the regime's IRGC paramilitary Basij units.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/UJuz47zDUq",en,0,2022-12-31 17:15:30+00:00,IRAN
eliiighaf,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,776,2022-12-31 17:15:29+00:00,
MehriFreeIran,"Let’s compare the UK’s response to #Russia’s invasion of #Ukraine with #Iran’s regime’s many abuses. It sanctioned *over 1200 people* following Putin’s invasion, while it has only sanctioned *over 40* officials in the Islamic Republic. Time for the UK to step it up. https://t.co/4l5DW2TTsL",en,16,2022-12-31 17:15:29+00:00,
north_hwy29,**UPDATE**    #Iran demonstrated a Ababil-2 weaponized UAV launched from Hengam class landing ship.     The target is modelled on Eilat Naval base in #Israel. The target ship was modelled on an Israeli Navy Sa'ar 6 corvette https://t.co/worU5TYNox,en,15,2022-12-31 17:15:27+00:00,Canada 🇨🇦 
kola_ghermezi,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,776,2022-12-31 17:15:23+00:00,
johnsnow_first_,"Just a reminder that what is happening in #Iran isn’t just news for some of us. It’s real life, it’s people we know, we lose, it’s not knowing, it’s fear, it’s wait, and fear again. I’ll be taking time away from here. Sadly the reality has become too heavy to carry also online 😞",en,172,2022-12-31 17:15:23+00:00,
Pariya77185952,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:15:15+00:00,
itsnicktoyou,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:15:13+00:00,"London, England"
Rkz2SK,"December 31 - Sanandaj, western #Iran  Locals are taking control of their streets and protesting in solidarity with the city of Javanrud.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/zgbnIOAHn0",en,2,2022-12-31 17:15:13+00:00,
farzanehalavi2,"Khamenei fears even the commemoration of slain protesters. In Javanrud, people gathered to pay tribute to 7 protesters killed 40 days ago. Security forces opened fire, killing another brave young man, Borhan Eliasi. These crimes will only fuel the flames of #Iranprotests.  #Iran https://t.co/XD98lLfCHA",en,80,2022-12-31 17:15:13+00:00,Germany
elahiaa,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:15:13+00:00,
hamebahamirani,Deadly clashes today in Javanroud. #Iran regime forces are firing live ammunition and tear gas at people gathering to mark the end of a 40-day mourning period for revolutionaries. #MahsaAmini   https://t.co/AChdQHjNbD,en,297,2022-12-31 17:15:11+00:00,
khakhamaneshian,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:15:11+00:00,
SaghirAnwar15,"What is going on in  Gawadar , Balochistan and Gilgit Baltistan ? #talkshock #baluchistan #Gawadar #rights #GilgitBaltistan #Pakistan #UAE #Iran #Afghanistan #India https://t.co/a0h0CAWZL3 via @YouTube https://t.co/kcXL63eyUq",en,8,2022-12-31 17:15:08+00:00,
rsbergfjord,Beheshti University graduate Sepideh Ahmadkhani has reportedly been sentenced to 74 lashes and six years in prison in connection with #IranProtests.     She has also been ordered to write an 80-page thesis on “society’s need for security and patriotism.” #سپیده_احمدخانی #Iran https://t.co/mi2ShOr6jk,en,608,2022-12-31 17:15:07+00:00,NYer on walkabout
cmiceli7824,"Iran - Javanroud  Clash of people with the repressive forces of the Khamenei regime in Javanroud  People had gone to the city cemetery to participate in the ceremony of the 40th day of the martyrs of the way of freedom  Saturday, December 31, 2022  #Iran #IranProtests #IranRevolution https://t.co/9ZH083fMCf",en,34,2022-12-31 17:15:06+00:00,"Genova, Liguria"
Firedragon243,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,776,2022-12-31 17:15:06+00:00,
padideraha1,Briefing on the 107th day of #Iran's nationwide uprising by Zolal Habibi of #NCRI's Foreign Affairs Committee.  https://t.co/ZWjS07Er1q  #IranRevoIution2022,en,22,2022-12-31 17:15:04+00:00,
LTjgBenJLadd,**UPDATE**    #Iran demonstrated a Ababil-2 weaponized UAV launched from Hengam class landing ship.     The target is modelled on Eilat Naval base in #Israel. The target ship was modelled on an Israeli Navy Sa'ar 6 corvette https://t.co/worU5TYNox,en,15,2022-12-31 17:15:03+00:00,"Austin, Texas, USA"
SteveL_99,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:15:01+00:00,
f_poory,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:14:57+00:00,
sra_unity,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:14:57+00:00,
Eli25522925,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,776,2022-12-31 17:14:51+00:00,
SaeidIIIII,Deadly clashes today in Javanroud. #Iran regime forces are firing live ammunition and tear gas at people gathering to mark the end of a 40-day mourning period for revolutionaries. #MahsaAmini   https://t.co/AChdQHjNbD,en,297,2022-12-31 17:14:49+00:00,
TheAmer96874779,"Protests continue in #Iran - and the few reports we get despite internet blockade indicate that #IRGC shoots on protestors with live ammunition     This is a grave human rights abuse. The world needs to watch, #JCPOA talks have to stop and #IRGC needs to be on 🇪🇺 sanctions list. https://t.co/I70p7q9Zbh",en,585,2022-12-31 17:14:48+00:00,"Atlanta Georgia, USA"
setarehmihan,The turban flicking operations in #Iran targeting mullahs have advanced to a higher level. This novel technique involves flicking the mullah’s turban with simultaneous placement of a noose around his neck.   #IranRevoIution2022   https://t.co/qo0m8UhYKv,en,36,2022-12-31 17:14:47+00:00,
JohnRLamb1,"Student journalist Nazila Maroufian has been arbitrarily detained in Evin Prison since October 30, after she published an interview with #Mahsa_Amini’s father.  #Iran #IranRevolution  #مهسا_امینی   #نازیلا_معروفیان https://t.co/N4EIK61YBx",en,1031,2022-12-31 17:14:47+00:00,"San Diego, CA"
johnsnow_first_,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:14:46+00:00,
scewedreality,It’s sad cause it’s true.    #IranRevolution #Iran #IranLobby https://t.co/68Rr8hwtYp,en,1866,2022-12-31 17:14:44+00:00,Death Star
PilakDesign,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:14:44+00:00,
AfsoonAB,The turban flicking operations in #Iran targeting mullahs have advanced to a higher level. This novel technique involves flicking the mullah’s turban with simultaneous placement of a noose around his neck.   #IranRevoIution2022   https://t.co/qo0m8UhYKv,en,36,2022-12-31 17:14:43+00:00,
HostageAid,"Morad Tahbaz is unlawfully detained in #Iran since 2018 &amp;sentenced to 10 yrs.He is back in #EvinPrison after temporary furlough. @POTUS, @RishiSunak &amp; @USEnvoyIran,pls work together so @FreeMorad1 can be finally free &amp;reunited with his family.He deserves this much! @tariqahmadbt https://t.co/0A4t5Rc5Ix",en,13,2022-12-31 17:14:43+00:00,United States
Gullbejn,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:14:42+00:00,
davooda18835311,"@Maryam_Rajavi December 31 - Javanrud, western #Iran  Borhan Eliasi, 22, was killed by regime security forces today, according to social media reports and local activists, during a ceremony held for people killed by the mullahs' regime 40 days ago.  #IranRevolution   #جوانرود #مهسا_امینی",en,0,2022-12-31 17:14:42+00:00,
NahayatT,This morning on the 40th funeral ceremony of the murder of 22 year old #BarhanEliasi where 7 others were murdered in #Javanrud #Iran a large number of people attended and were attacked by IRGC security regime killers again.  #جوانرود #برهان_الیاسی     #mahsaamini  #مهسا_امینی https://t.co/rddauWsBjf,en,15,2022-12-31 17:14:41+00:00,
nedaniazi68,"Protests continue in #Iran - and the few reports we get despite internet blockade indicate that #IRGC shoots on protestors with live ammunition     This is a grave human rights abuse. The world needs to watch, #JCPOA talks have to stop and #IRGC needs to be on 🇪🇺 sanctions list. https://t.co/I70p7q9Zbh",en,585,2022-12-31 17:14:41+00:00,
padideraha1,"Brief on Iran’s nationwide uprising   December 29, 2022   The Foreign Affairs Committee of the National Council of Resistance of Iran (NCRI)  #IranRevolution2022 #IranProtests2022   #آزادی_آزادی_آزادی #IranRevolution #Iran https://t.co/XmixcTNm23",en,106,2022-12-31 17:14:41+00:00,
tin0o0tin,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:14:39+00:00,
SamRostami6,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:14:36+00:00,World
HostageAid,"Siamak Namazi is unlawfully detained in #Iran since 2015. In all his 7 yrs held hostage, Siamak only recently was granted a 10 day furlough &amp; then sent back to #EvinPrison. @POTUS &amp; @USEnvoyIran, Siamak has been through a lot. Time to bring him home &amp; reunite this family! https://t.co/xFoQCggBfA",en,17,2022-12-31 17:14:31+00:00,United States
Hisa_baq,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:14:27+00:00,"Gothenburg, Sweden"
johnsnow_first_,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:14:23+00:00,
RapOfIran,"As per Iranian revolutionaries’ call earlier this week, there are reports that protests have started today at Tehran’s Grand Bazaar. Video is starting to come in below. #Iran #MahsaAmini https://t.co/PDIM6y0xoe",en,252,2022-12-31 17:14:19+00:00,
williamjohnand1,"Workers at #Iran’s biggest oil refinery in Abadan--where there were also strikes in the lead-up to the 1979 revolution--went on strike on Saturday, impacting repairs and safety checks at the facility, according to social media reports. #MahsaAmini    https://t.co/tya4iH8EyS",en,79,2022-12-31 17:14:14+00:00,Northern Ireland
padideraha1,"@Maryam_Rajavi_F December 31 - Javanrud, western #Iran  Borhan Eliasi, 22, was killed by regime security forces today, according to social media reports and local activists, during a ceremony held for people killed by the mullahs' regime 40 days ago.  #IranRevolution   #جوانرود https://t.co/XItlypXK7U",en,2,2022-12-31 17:14:13+00:00,
MSharifpourMD,"Let’s compare the UK’s response to #Russia’s invasion of #Ukraine with #Iran’s regime’s many abuses. It sanctioned *over 1200 people* following Putin’s invasion, while it has only sanctioned *over 40* officials in the Islamic Republic. Time for the UK to step it up. https://t.co/4l5DW2TTsL",en,16,2022-12-31 17:14:10+00:00,"Los Angeles, CA"
hanaj2107,"Funeral in Javanrood, Kermanshah province today for Borhan Eliasi, 22, who was shot and killed at a protest.   #MahsaAmini #IranRevolution #Iran  #مهسا_امینی  #جوانرود https://t.co/RquPBPYYsH",en,24,2022-12-31 17:14:09+00:00,
upuouo,"Let’s compare the UK’s response to #Russia’s invasion of #Ukraine with #Iran’s regime’s many abuses. It sanctioned *over 1200 people* following Putin’s invasion, while it has only sanctioned *over 40* officials in the Islamic Republic. Time for the UK to step it up. https://t.co/4l5DW2TTsL",en,16,2022-12-31 17:14:09+00:00,United States
iificouldflyyy,be their voice   #MohammadMehdiKarami   #MiladArmoun   #HosseinMohammadi   #HamidGharehassanlou   #MohamadBroghani   #محمدمهدی_کرمی   #حسین_محمدی  #میلاد_آرمون   #محمدبروغنی  #حمید_قره‌حسنلو   @Europarl_EN   @UN   @UNHumanRights   @UNICEF   #WOMAN_LIFE_FREEDOM   #زن_زندگی_آزادی   #iran https://t.co/BP1lID9vhD,en,35,2022-12-31 17:14:04+00:00,hell 
FarzaneSdf,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:14:04+00:00,
nutella__lover,"If you know, you know. 🔥😂     #Iran #IranRevolution #shervinhajipour https://t.co/FLCKbzbvZ0",en,1214,2022-12-31 17:14:02+00:00,ISTJ-A
shabnam7373,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:14:01+00:00,Nowhere
25bano67,"Despite regime’s propaganda/medias’ silly narratives,Iranians inside Iran raise the lion-sun flag,chant the name of their alternative @PahlaviReza in khorasan-Iran.    NO ONE can dominate someone else over @PahlaviReza,Iranians unite together &amp; overthrow this evil regime.  #Iran https://t.co/14l7nIAJSq",en,52,2022-12-31 17:13:59+00:00,طهران ۱۳۲۰
InsecurityInsig,OUT NOW: Latest Education in Danger Monthly News Brief  ➡️https://t.co/plTsP9utL2    #BurkinaFaso: Multiple schools burned by suspected #JNIM militants   #Iran: Tehran security forces searched + beat protesting students at universities     #protectschools #protecteducation https://t.co/i0u0Qhvsoe,en,0,2022-12-31 17:13:57+00:00,Switzerland
master00trader,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:13:56+00:00,
barfipersiancat,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,776,2022-12-31 17:13:53+00:00,
KarinBorjeesson,"Iran - Javanroud  Clash of people with the repressive forces of the Khamenei regime in Javanroud  People had gone to the city cemetery to participate in the ceremony of the 40th day of the martyrs of the way of freedom  Saturday, December 31, 2022  #Iran #IranProtests #IranRevolution https://t.co/9ZH083fMCf",en,34,2022-12-31 17:13:52+00:00,
Up_yours_Haftar,According to this map The Spanish think Santa Clause lives in #Iran  I'm not so sure 😁 https://t.co/rDi59L2bMG,en,0,2022-12-31 17:13:50+00:00,
MosyTrade,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,776,2022-12-31 17:13:48+00:00,
amin68362610,"If you know, you know. 🔥😂     #Iran #IranRevolution #shervinhajipour https://t.co/FLCKbzbvZ0",en,1214,2022-12-31 17:13:48+00:00,دوست داشتم طهران باشم 
Giordaanobruno,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,776,2022-12-31 17:13:47+00:00,
kdm3098,It’s sad cause it’s true.    #IranRevolution #Iran #IranLobby https://t.co/68Rr8hwtYp,en,1866,2022-12-31 17:13:47+00:00,
Amir136198,"@jalovemil While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/ZgpX4ydidh",en,4,2022-12-31 17:13:43+00:00,
Snow_white_1999,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,776,2022-12-31 17:13:43+00:00,hell
PortofLiverpol,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:13:42+00:00,چشاش
A79A97A,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,776,2022-12-31 17:13:41+00:00,ایران پر دیو (در حال پاکسازی)
Rkz2SK,"#Iran, Tehran Bazzar, people chanting “Death to the dictator, Death to Khamenei” #IranRevoIution continues! https://t.co/CUI9WWmhWa",en,1,2022-12-31 17:13:39+00:00,
cheesecoktail,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:13:39+00:00,
Machizell,"Khamenei fears even the commemoration of slain protesters. In Javanrud, people gathered to pay tribute to 7 protesters killed 40 days ago. Security forces opened fire, killing another brave young man, Borhan Eliasi. These crimes will only fuel the flames of #Iranprotests.  #Iran https://t.co/XD98lLfCHA",en,80,2022-12-31 17:13:36+00:00,
iamAriyaei,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:13:34+00:00,India
Persinge3Manuel,"“WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN - #SYRIA - #NORTHKOREA  &amp; “ALL #SCO &amp; #BRICS MEMBERS”!!!   “BY” -  The SATANIC PSYCHOTIC PSYCHOPATHS - The Military Industrial ""INTELLIGENCE"" (IDIOT'S) Complex (The United States Government), under a United States Military Contract https://t.co/x08LjGM42g",en,2,2022-12-31 17:13:31+00:00,
MANAHNNA1,"When #NazilaMaroufian interviewed #MahsaAmini’s father,she was threatened &amp; asked not to publish it. But she did. She was arrested on Oct 30 &amp; has been unjustly in prison since then. Incredible courage &amp; commitment in telling the truth. Respect!  #مهسا_امینی #نازیلا_معروفیان #Iran https://t.co/MUDXPiUDzw",en,1534,2022-12-31 17:13:27+00:00,
lifematters2022,"Let’s compare the UK’s response to #Russia’s invasion of #Ukraine with #Iran’s regime’s many abuses. It sanctioned *over 1200 people* following Putin’s invasion, while it has only sanctioned *over 40* officials in the Islamic Republic. Time for the UK to step it up. https://t.co/4l5DW2TTsL",en,16,2022-12-31 17:13:27+00:00,
Samjoy95251167,You might have heard #Kurds made a chaos in #Iran chanting #WomenLifeFreedom. and this is how they treat a girl. https://t.co/rIYsaNkWRg,en,13,2022-12-31 17:13:26+00:00,
NadavPollak,"For 2023 I wish two things: 1. For #Ukraine to keep winning this war and take control of their country again. 2. For Iranian people getting the freedom they deserve #Iran.  Both things seemed impossible in the beginning of 2022, but look at where we are now",en,0,2022-12-31 17:13:25+00:00,"Tel-Aviv, Israel "
Maryam04329242,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:13:24+00:00,
Peter_Williams0,"If you know, you know. 🔥😂     #Iran #IranRevolution #shervinhajipour https://t.co/FLCKbzbvZ0",en,1214,2022-12-31 17:13:24+00:00,Milky Way Galaxy
1234amaiamr,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:13:21+00:00,،ایران iran
Ingaing21515848,Deadly clashes today in Javanroud. #Iran regime forces are firing live ammunition and tear gas at people gathering to mark the end of a 40-day mourning period for revolutionaries. #MahsaAmini   https://t.co/AChdQHjNbD,en,297,2022-12-31 17:13:21+00:00,
angry_bird_1998,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:13:20+00:00,in the middle of nowhere
Persinge3Manuel,"“WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN - #SYRIA - #NORTHKOREA  &amp; “ALL #SCO &amp; #BRICS MEMBERS”!!!   “BY” -  The SATANIC PSYCHOTIC PSYCHOPATHS - The Military Industrial ""INTELLIGENCE"" (IDIOT'S) Complex (The United States Government), under a United States Military Contract https://t.co/FVg2MdmFem",en,0,2022-12-31 17:13:19+00:00,
elipopoo,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:13:17+00:00,
LBCAirSeaSpace,**UPDATE**    #Iran demonstrated a Ababil-2 weaponized UAV launched from Hengam class landing ship.     The target is modelled on Eilat Naval base in #Israel. The target ship was modelled on an Israeli Navy Sa'ar 6 corvette https://t.co/worU5TYNox,en,15,2022-12-31 17:13:17+00:00,"Long Beach, CA"
zall1361,It’s sad cause it’s true.    #IranRevolution #Iran #IranLobby https://t.co/68Rr8hwtYp,en,1866,2022-12-31 17:13:16+00:00,the third rock 
JM55362827,"#TweetStorm  Ringing in the #NewYear2023 with ONE message:  #FreeIran2023  Voice your solidarity with the Iranian people, their resistance, and their resilience as they fight to make free #Iran a reality.  ......  📅January 1, 2023  ⏲️17:30 CET | 11:30 AM EST https://t.co/7G9hfxVbb0",en,154,2022-12-31 17:13:13+00:00,Deutschland
padideraha1,"@Maryam_Rajavi_A December 31 - Javanrud, western #Iran  Borhan Eliasi, 22, was killed by regime security forces today, according to social media reports and local activists, during a ceremony held for people killed by the mullahs' regime 40 days ago.  #IranRevolution   #جوانرود https://t.co/WyAlruQnTN",en,2,2022-12-31 17:13:13+00:00,
Iran_lh44,It’s sad cause it’s true.    #IranRevolution #Iran #IranLobby https://t.co/68Rr8hwtYp,en,1866,2022-12-31 17:13:12+00:00,
Iranianvoice6,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:13:11+00:00,
Bagheri_Amin00,Iranian opposition leader expresses confidence about regime change ahead of New Year #iran #featured #freedom #iran #iranianoppositionleader #maryamrajavi #regimechange #eureporter https://t.co/t3oH1BYUfZ,en,51,2022-12-31 17:13:10+00:00,
khakhamaneshian,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:13:09+00:00,
AskFarhad,Deadly clashes today in Javanroud. #Iran regime forces are firing live ammunition and tear gas at people gathering to mark the end of a 40-day mourning period for revolutionaries. #MahsaAmini   https://t.co/AChdQHjNbD,en,297,2022-12-31 17:13:06+00:00,Canada
Bagheri_Amin00,"Khamenei fears even the commemoration of slain protesters. In Javanrud, people gathered to pay tribute to 7 protesters killed 40 days ago. Security forces opened fire, killing another brave young man, Borhan Eliasi. These crimes will only fuel the flames of #Iranprotests.  #Iran https://t.co/XD98lLfCHA",en,80,2022-12-31 17:13:05+00:00,
BasaRobi1,"You all better know, with or without intl support we iranians succumb this battle against Mörder Mullahs, if you expect a good Partner in the future free #iran, interfere, https://t.co/892Mj7B0BY",en,0,2022-12-31 17:13:04+00:00,
