Username,Text,language,retweet_count,Time,location
VforVatanam,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:13:02+00:00,
JokerJokerland,"@jalovemil While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/ZgpX4ydidh",en,4,2022-12-31 17:13:00+00:00,
foffbi,"If you know, you know. 🔥😂     #Iran #IranRevolution #shervinhajipour https://t.co/FLCKbzbvZ0",en,1214,2022-12-31 17:13:00+00:00,
mypoliticstoday,"#Ukraine claimed that Russia received prohibited items from #Iran including Mohajer- and Shahed-series unmanned aerial vehicle (UAV), writes Omar Awad.  Read full text  https://t.co/0hM32HYbgW https://t.co/4s4w9dHdLw",en,0,2022-12-31 17:13:00+00:00,
Haieen2012,I'm getting a lot of feedback about this piece. Worth emphasizing @PostOpinions will not be anointing the leader of the revolution in #Iran. That's up to the Iranian people. And I'm constantly reminded of the support inside and outside Iran for the crown prince. https://t.co/eGz0kYodtv,en,203,2022-12-31 17:12:59+00:00,
Haieen2012,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:12:59+00:00,
iSheShar,Deadly clashes today in Javanroud. #Iran regime forces are firing live ammunition and tear gas at people gathering to mark the end of a 40-day mourning period for revolutionaries. #MahsaAmini   https://t.co/AChdQHjNbD,en,297,2022-12-31 17:12:56+00:00,
shah676675742,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:12:55+00:00,
NahayatT,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:12:54+00:00,
atal_matal7,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:12:46+00:00,
SaEli5589,"Let’s compare the UK’s response to #Russia’s invasion of #Ukraine with #Iran’s regime’s many abuses. It sanctioned *over 1200 people* following Putin’s invasion, while it has only sanctioned *over 40* officials in the Islamic Republic. Time for the UK to step it up. https://t.co/4l5DW2TTsL",en,16,2022-12-31 17:12:45+00:00,
DrMiddleFinger,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:12:41+00:00,
padideraha1,"@Maryam_Rajavi December 31 - Javanrud, western #Iran  Borhan Eliasi, 22, was killed by regime security forces today, according to social media reports and local activists, during a ceremony held for people killed by the mullahs' regime 40 days ago.  #IranRevolution   #جوانرود https://t.co/JP3ZDSn1Kp",en,5,2022-12-31 17:12:39+00:00,
saharghah,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:12:39+00:00,
Darklinson,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:12:32+00:00,تیمارستانِ متروکه
shytzyngr,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:12:31+00:00,
salavatimaryam1,Iranian opposition leader expresses confidence about regime change ahead of New Year    https://t.co/hdYr06USq8  @Maryam_Rajavi #Iran  #IranRevolution #MahsaAmini https://t.co/GmpyQn8F3s,en,52,2022-12-31 17:12:30+00:00,
biishomaran,"December 31 - Javanrud, western #Iran  Locals took the mullahs' regime flag today while continuing the nationwide protests against the regime on the 107th day of the uprising.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/vqtyvpL07m",en,2,2022-12-31 17:12:26+00:00,
SolidarityLove,Inspiring. Iranians continue to use international competition to amplify #IranProtests on the world stage. Proud to join their efforts to expose the heinous #HumanRightsViolations continuing to occur in #Iran &amp; to ensure they remain the center of the world’s attention. https://t.co/bkMaz8Kr8Y,en,174,2022-12-31 17:12:26+00:00,United States
Ela_Ideas,It’s sad cause it’s true.    #IranRevolution #Iran #IranLobby https://t.co/68Rr8hwtYp,en,1867,2022-12-31 17:12:25+00:00,
Naz749,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:12:25+00:00,
Digi___line,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:12:24+00:00,
anaheata,The turban flicking operations in #Iran targeting mullahs have advanced to a higher level. This novel technique involves flicking the mullah’s turban with simultaneous placement of a noose around his neck.   #IranRevoIution2022   https://t.co/qo0m8UhYKv,en,36,2022-12-31 17:12:23+00:00,
Maamaliii,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:12:22+00:00,
IranRevReport,"Let’s compare the UK’s response to #Russia’s invasion of #Ukraine with #Iran’s regime’s many abuses. It sanctioned *over 1200 people* following Putin’s invasion, while it has only sanctioned *over 40* officials in the Islamic Republic. Time for the UK to step it up. https://t.co/4l5DW2TTsL",en,16,2022-12-31 17:12:21+00:00,Ecbatana
Mgh28029584,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:12:21+00:00,
A_Nooh_A,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:12:21+00:00,
Sar50528255,"Just a reminder that what is happening in #Iran isn’t just news for some of us. It’s real life, it’s people we know, we lose, it’s not knowing, it’s fear, it’s wait, and fear again. I’ll be taking time away from here. Sadly the reality has become too heavy to carry also online 😞",en,172,2022-12-31 17:12:15+00:00,
BIBenyamin,"Here’s what you need to know about the #Iran regime’s lobby in the US, NIAC.     Regime change, not reform!   #mahsaamini #iranrevolution https://t.co/zVLmKahbPN",en,13176,2022-12-31 17:12:12+00:00,ישראל
NahavandiPirouz,"Protests continue in #Iran - and the few reports we get despite internet blockade indicate that #IRGC shoots on protestors with live ammunition     This is a grave human rights abuse. The world needs to watch, #JCPOA talks have to stop and #IRGC needs to be on 🇪🇺 sanctions list. https://t.co/I70p7q9Zbh",en,585,2022-12-31 17:12:10+00:00,
Ned_mahtabgard,"Protests continue in #Iran - and the few reports we get despite internet blockade indicate that #IRGC shoots on protestors with live ammunition     This is a grave human rights abuse. The world needs to watch, #JCPOA talks have to stop and #IRGC needs to be on 🇪🇺 sanctions list. https://t.co/I70p7q9Zbh",en,585,2022-12-31 17:12:08+00:00,
A_E_RUN,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:12:01+00:00,
SaeidIIIII,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:12:00+00:00,
NationalPersian,I get asked “how can i help the #Iranian people” daily. Watch the video below ⬇️ to learn about what we can all do to help the brave people of #Iran fighting in the #IranRevoIution There are English subtitles. ALL countries need to expel EVERYONE associated with any #IranLobby https://t.co/H4RxLEvvKS,en,23,2022-12-31 17:11:59+00:00,
padideraha1,@Maryam_Rajavi The Iranian people are determined to overthrow this awful criminal corrupt regime! #Iran #FreeIran2023 Thank you for your excellent remarkable leadership!,en,5,2022-12-31 17:11:58+00:00,
MinuD19,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:11:58+00:00,
JasonMBrodsky,"Let’s compare the UK’s response to #Russia’s invasion of #Ukraine with #Iran’s regime’s many abuses. It sanctioned *over 1200 people* following Putin’s invasion, while it has only sanctioned *over 40* officials in the Islamic Republic. Time for the UK to step it up. https://t.co/4l5DW2TTsL",en,16,2022-12-31 17:11:54+00:00,
life15202,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:11:53+00:00,
padideraha1,"Khamenei fears even the commemoration of slain protesters. In Javanrud, people gathered to pay tribute to 7 protesters killed 40 days ago. Security forces opened fire, killing another brave young man, Borhan Eliasi. These crimes will only fuel the flames of #Iranprotests.  #Iran https://t.co/XD98lLfCHA",en,80,2022-12-31 17:11:52+00:00,
AngryReasonably,Beheshti University graduate Sepideh Ahmadkhani has reportedly been sentenced to 74 lashes and six years in prison in connection with #IranProtests.     She has also been ordered to write an 80-page thesis on “society’s need for security and patriotism.” #سپیده_احمدخانی #Iran https://t.co/mi2ShOr6jk,en,608,2022-12-31 17:11:51+00:00,
davooda18835311,"Khamenei fears even the commemoration of slain protesters. In Javanrud, people gathered to pay tribute to 7 protesters killed 40 days ago. Security forces opened fire, killing another brave young man, Borhan Eliasi. These crimes will only fuel the flames of #Iranprotests.  #Iran https://t.co/XD98lLfCHA",en,80,2022-12-31 17:11:51+00:00,
zodyak21,Done ✅ We will show @NIACouncil and #IslamicRepublic we will fight them inside and outside #Iran borders alongside each other. Ali and Sam have been fighting them selflessly and we won’t leave them alone💪✌️🕊️ #IranRevolution #بیتانایاکی🤑 https://t.co/2PUZ8VEOZ1,en,61,2022-12-31 17:11:45+00:00,
kc_sandman,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:11:34+00:00,
ariya_freedom,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:11:33+00:00,
yaaaaghiiii,Deadly clashes today in Javanroud. #Iran regime forces are firing live ammunition and tear gas at people gathering to mark the end of a 40-day mourning period for revolutionaries. #MahsaAmini   https://t.co/AChdQHjNbD,en,297,2022-12-31 17:11:33+00:00,ایران اشغالی
sharlot_boronze,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:11:29+00:00,"Toronto, Ontario"
MoBe4468,Huge crowds in Zahedan chanting “Death to Khamenei” today. #Iran #MahsaAmini https://t.co/sA4hEIkspr,en,1462,2022-12-31 17:11:28+00:00,
Sar50528255,Deadly clashes today in Javanroud. #Iran regime forces are firing live ammunition and tear gas at people gathering to mark the end of a 40-day mourning period for revolutionaries. #MahsaAmini   https://t.co/AChdQHjNbD,en,297,2022-12-31 17:11:24+00:00,
CyrusAzari,@FarsNews_Agency Iranian universities are accepting #AfganistanWomen @FVillegasARG @UN_HRC @hrw @UNHumanRights @UN @USAmbUN #Afganistan #Iran @USEnvoyIran @HNeumannMEP @Europarl_EN,en,0,2022-12-31 17:11:20+00:00,
R1703Y92,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:11:14+00:00,
Iran1401Free,The turban flicking operations in #Iran targeting mullahs have advanced to a higher level. This novel technique involves flicking the mullah’s turban with simultaneous placement of a noose around his neck.   #IranRevoIution2022   https://t.co/qo0m8UhYKv,en,36,2022-12-31 17:11:13+00:00,
mahtab_888,"Dec 31—#Javanroud, W #Iran   Obtained footage of people being wounded by the Iran regime's security forces.    Local activities reported that the regime is using live ammunition.  #IranRevoIution https://t.co/dBaTCv1Ua9",en,3,2022-12-31 17:11:09+00:00,
amirmahdejian,"@HNeumannMEP Be in Peace Dear Hannah,  &amp; Happy new year..  Thx. So Much about your efforts for ""We the people"" in #Iran ,  Be our Voice &amp; our Helper in Whole on the World.  🙏🏻💚🤍❤  #MahsaAmini  #StopExecutionsInIran",en,1,2022-12-31 17:11:09+00:00,Katy TX
Asgharzapata1,The turban flicking operations in #Iran targeting mullahs have advanced to a higher level. This novel technique involves flicking the mullah’s turban with simultaneous placement of a noose around his neck.   #IranRevoIution2022   https://t.co/qo0m8UhYKv,en,36,2022-12-31 17:11:08+00:00,"Toronto, Ontario "
CumaliOnur2,"In an extraordinary security move, the Tehran Jewish community took to its Telegram page to announce that the city’s tiny Jewish community should not visit synagogues because of the protests unfolding against the clerical regime.    #Jewish | #Iran  https://t.co/61r7CDmJu8",en,685,2022-12-31 17:11:08+00:00,"Adana, Türkiye"
kindlyangry,"Mashhad, NE #Iran  Amir Mosaddegh, 20, died of severe baton blows in an attack by security forces, according to social media reports.  Reports say he was attacked on Dec 28 and died later as a result of his severe injuries.  #IranRevoIution   https://t.co/gb9XVUkpjK",en,14,2022-12-31 17:11:08+00:00,"Toronto, Ontario"
amirmahdejian,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:11:05+00:00,Katy TX
banpkk,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:10:59+00:00,
SogzMogz,"Workers at #Iran’s biggest oil refinery in Abadan--where there were also strikes in the lead-up to the 1979 revolution--went on strike on Saturday, impacting repairs and safety checks at the facility, according to social media reports. #MahsaAmini    https://t.co/tya4iH8EyS",en,79,2022-12-31 17:10:55+00:00,
clarinetwoman2,**UPDATE**    #Iran demonstrated a Ababil-2 weaponized UAV launched from Hengam class landing ship.     The target is modelled on Eilat Naval base in #Israel. The target ship was modelled on an Israeli Navy Sa'ar 6 corvette https://t.co/worU5TYNox,en,15,2022-12-31 17:10:49+00:00,
schSch81569858,"Workers at #Iran’s biggest oil refinery in Abadan--where there were also strikes in the lead-up to the 1979 revolution--went on strike on Saturday, impacting repairs and safety checks at the facility, according to social media reports. #MahsaAmini    https://t.co/tya4iH8EyS",en,79,2022-12-31 17:10:47+00:00,
Shaco25,The turban flicking operations in #Iran targeting mullahs have advanced to a higher level. This novel technique involves flicking the mullah’s turban with simultaneous placement of a noose around his neck.   #IranRevoIution2022   https://t.co/qo0m8UhYKv,en,36,2022-12-31 17:10:47+00:00,Sweden
EricMertz_KC,Basij base in Isfahan torched by Iranian revolutionaries. #Iran https://t.co/7kUnJipnWS,en,3,2022-12-31 17:10:47+00:00,Earth-Moon L5 Point
SHAH_BA_BA,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:10:45+00:00,
Spartacus4_4,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:10:45+00:00,
AtashiShara,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:10:42+00:00,Wales
Array_ij,"There was a huge campaign a few wks ago in #Iran to have Raisi’s @instagram banned, but he’s since been verified. President of one of the most anti-internet countries in the 🌍 who deprives #Iranians of net access/social networks now has a blue check mark?  @Meta? #IranRevolution https://t.co/JlwaXkW7ZC",en,618,2022-12-31 17:10:40+00:00,
FreeIra35166069,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:10:40+00:00,
nel_nft98,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:10:38+00:00,
MikeCsu_,It’s sad cause it’s true.    #IranRevolution #Iran #IranLobby https://t.co/68Rr8hwtYp,en,1867,2022-12-31 17:10:37+00:00,Tehran
RapOfIran,Deadly clashes today in Javanroud. #Iran regime forces are firing live ammunition and tear gas at people gathering to mark the end of a 40-day mourning period for revolutionaries. #MahsaAmini   https://t.co/AChdQHjNbD,en,297,2022-12-31 17:10:35+00:00,
zmarrryam,The Iranian ambassador to Berlin has still not responded to my demand to take actions towards the release of #eshraghnajafabadi. That is why I have reiterated my demand: the immediate release of Eshragh. #Iran #IranRevolution,en,6,2022-12-31 17:10:34+00:00,Iran
gholamkhshani,Briefing on the 107th day of #Iran's nationwide uprising by Zolal Habibi of #NCRI's Foreign Affairs Committee.  https://t.co/ZWjS07Er1q  #IranRevoIution2022,en,22,2022-12-31 17:10:32+00:00,
Mojahedineng,"December 31 - Javanrud, western #Iran  Locals took the mullahs' regime flag today while continuing the nationwide protests against the regime on the 107th day of the uprising.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/vqtyvpL07m",en,2,2022-12-31 17:10:30+00:00,IRAN
OuahOuah88,#Iran launches large-scale drills in Sea of Oman  https://t.co/DB8TeDQ6hM https://t.co/qnHS3LNs9R,en,1,2022-12-31 17:10:28+00:00,
gholamkhshani,#Iran woman protester sentenced to one year in prison and 74 lashes on the charge of “disturbing public order.”  #FreeIran Protesters from this inhuman and barbaric regime!     Get more updates on struggles of Iran women at https://t.co/DpmE2kNtik https://t.co/eiGCekl9uc,en,13,2022-12-31 17:10:26+00:00,
DamnRightBuddy,"We may all feel like lonely fighters, sometimes, but together we are many. And if we stop, they will win, for sure.    Into a better 2023 - for Freedom, for Equality, for Peace.     #Iran #Afghanistan #Ukraine #Yemen in my mind tonight. https://t.co/HcjmUdkZQb",en,56,2022-12-31 17:10:26+00:00,Iran
nym47294556,"In an extraordinary security move, the Tehran Jewish community took to its Telegram page to announce that the city’s tiny Jewish community should not visit synagogues because of the protests unfolding against the clerical regime.    #Jewish | #Iran  https://t.co/61r7CDmJu8",en,685,2022-12-31 17:10:22+00:00,
sharonhadjilary,"Sorry to bother everyone’s #NewYear celebration but this is what is happening in #Javanrud, #Iran. The #Western world needs to stop negotiating with Islamic Republic murderers. #MahsaAmini https://t.co/NsoU9fUiEu",en,1,2022-12-31 17:10:22+00:00,England
gholamkhshani,"December 31 - Javanrud, western #Iran  Borhan Eliasi, 22, was killed by regime security forces today, according to social media reports and local activists, during a ceremony held for people killed by the mullahs' regime 40 days ago.  #IranRevolution   #جوانرود https://t.co/spU7Mi0ark",en,36,2022-12-31 17:10:19+00:00,
g_shahram,December 30 - Toronto Canada 🇨🇦  Freedom-loving Iranians and supporters of the #Iran opposition PMOI/MEK rallied in solidarity with #IranRevolution  #IranProtests   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر https://t.co/D66AOLWYiK,en,6,2022-12-31 17:10:18+00:00,"Ontario, Canada"
RapOfIran,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:10:17+00:00,
gholamkhshani,"#TweetStorm  Ringing in the #NewYear2023 with ONE message:  #FreeIran2023  Voice your solidarity with the Iranian people, their resistance, and their resilience as they fight to make free #Iran a reality.  ......  📅January 1, 2023  ⏲️17:30 CET | 11:30 AM EST https://t.co/7G9hfxVbb0",en,154,2022-12-31 17:10:16+00:00,
BuyARatHole,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:10:15+00:00,
BlueSwan90,"Protests continue in #Iran - and the few reports we get despite internet blockade indicate that #IRGC shoots on protestors with live ammunition     This is a grave human rights abuse. The world needs to watch, #JCPOA talks have to stop and #IRGC needs to be on 🇪🇺 sanctions list. https://t.co/I70p7q9Zbh",en,585,2022-12-31 17:10:14+00:00,
Lupus_XIII,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:10:08+00:00,Tehran
ranjaei,"@HNeumannMEP Be in Peace Dear Hannah,  &amp; Happy new year..  Thx. So Much about your efforts for ""We the people"" in #Iran ,  Be our Voice &amp; our Helper in Whole on the World.  🙏🏻💚🤍❤  #MahsaAmini  #StopExecutionsInIran",en,1,2022-12-31 17:10:07+00:00,
GolAghaomad,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:10:06+00:00,
Sharifiraha1,"Protests continue in #Iran - and the few reports we get despite internet blockade indicate that #IRGC shoots on protestors with live ammunition     This is a grave human rights abuse. The world needs to watch, #JCPOA talks have to stop and #IRGC needs to be on 🇪🇺 sanctions list. https://t.co/I70p7q9Zbh",en,585,2022-12-31 17:10:00+00:00,
MoRo312433811,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:09:58+00:00,
Kourush98,Beheshti University graduate Sepideh Ahmadkhani has reportedly been sentenced to 74 lashes and six years in prison in connection with #IranProtests.     She has also been ordered to write an 80-page thesis on “society’s need for security and patriotism.” #سپیده_احمدخانی #Iran https://t.co/mi2ShOr6jk,en,608,2022-12-31 17:09:58+00:00,Sky 
iraneazad2581,Buitenproportionele repressie #Iran: een dieptepunt van 2022.     I will be godfather of #Mohammad_Ghobadlou     Sentenced to death in a sham trial.     His death penalty confirmed last week.     Mohammad is only 22 years old. His life is extremely in danger.     #StopExecutionInIran https://t.co/gq41qeQF6X,en,777,2022-12-31 17:09:57+00:00,
farshidmosharaf,"I have no idea what he is saying, but I’m fucking *OBSESSED* with Shervin Hajipour. “Dornaye Mongharez”    #Iran #عشق https://t.co/ytpLCKhU33",en,2048,2022-12-31 17:09:55+00:00,جمهوری اسلامی ایران
Shima_2861,"Protests continue in #Iran - and the few reports we get despite internet blockade indicate that #IRGC shoots on protestors with live ammunition     This is a grave human rights abuse. The world needs to watch, #JCPOA talks have to stop and #IRGC needs to be on 🇪🇺 sanctions list. https://t.co/I70p7q9Zbh",en,585,2022-12-31 17:09:53+00:00,
Spartacus4_4,"While the world is getting ready to celebrate the New Year, innocent Iranian youths are being killed by the mullahs' regime in the streets. #BurhanEliasi was killed today in #Javanrud    #iran   @UN_HRC   @EUCouncil   @dwnews   @GermanyDiplo   @VP https://t.co/fHUnttvDRF",en,2887,2022-12-31 17:09:50+00:00,
mohammdali1988,December 30 - Toronto Canada 🇨🇦  Freedom-loving Iranians and supporters of the #Iran opposition PMOI/MEK rallied in solidarity with #IranRevolution  #IranProtests   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر https://t.co/D66AOLWYiK,en,6,2022-12-31 17:09:46+00:00,
Persia1304,IRGC terrorists are massacring people in #Javanrud.  The mullahs' regime in #Iran is committing crimes against humanity and the world is sleeping  #MahsaAmini   @UN_HRC   @UNHumanRights   @JosepBorrellF   @EUCouncil   @VP   @WhiteHouse   @Europarl_EN   @CanadianPM   @CNN   @dwnews,en,2307,2022-12-31 17:09:45+00:00,Boston
__OUTIS_,Deadly clashes today in Javanroud. #Iran regime forces are firing live ammunition and tear gas at people gathering to mark the end of a 40-day mourning period for revolutionaries. #MahsaAmini   https://t.co/AChdQHjNbD,en,297,2022-12-31 17:09:42+00:00,جهنم
