Text
khamenei fears even commemoration slain protesters javanrud people gathered pay tribute 7 protesters killed 40 days ago security forces opened fire killing another brave young man borhan eliasi crimes fuel flames #iranprotests #iran
#peace us #ukraine #russia #iran #belarus #war #nato #eu #uk #us #un #diplomacy #sanctions #refugees #humanity #families #murder #crimesagainsthumanity #warcrimes #standwithukraine
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
huge campaign wks ago #iran raisis @instagram banned hes since verified president one antiinternet countries deprives #iranians net accesssocial networks blue check mark @meta #iranrevolution
#earthquake # m37 strikes 26 km nw #borjerd #iran 13 min ago info
policesecurity forces used violence tear gas protestors #javanrud #kermanshah province video shows security forces thrown tear gas vehicle december 31 #iran #iranprotests
inspiring iranians continue use international competition amplify #iranprotests world stage proud join efforts expose heinous #humanrightsviolations continuing occur #iran amp ensure remain center worlds attention
lets compare uks response #russias invasion #ukraine #irans regimes many abuses sanctioned 1200 people following putins invasion sanctioned 40 officials islamic republic time uk step
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
huge campaign wks ago #iran raisis @instagram banned hes since verified president one antiinternet countries deprives #iranians net accesssocial networks blue check mark @meta #iranrevolution
mullahs regime killed #mahmoudahmadi young man city izeh taken body hostage hand family funeral ceremony family symbolically performed funeral today #iran #mahsaamini @unhrc @cnn @ap @dwnews @vp
khamenei fears even commemoration slain protesters javanrud people gathered pay tribute 7 protesters killed 40 days ago security forces opened fire killing another brave young man borhan eliasi crimes fuel flames #iranprotests #iran
@fkaramizand photo martyr burhan aliasi javanroud martyred today khamenei december 31 #mahsaamini #iran @un @unhrc @germanydiplo @eucommission
#breaking security forces #irans islamic regime #basij police attacked protesters #javanrud gathered pay respect #borhaneliasi protester murdered regime #mahsaamini #iranrevolution #mahsaamini #
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
@fkaramizand photo martyr burhan aliasi javanroud martyred today khamenei december 31 #mahsaamini #iran @un @unhrc @germanydiplo @eucommission
khamenei fears even commemoration slain protesters javanrud people gathered pay tribute 7 protesters killed 40 days ago security forces opened fire killing another brave young man borhan eliasi crimes fuel flames #iranprotests #iran
sad cause true #iranrevolution #iran #iranlobby
per iranian revolutionaries call earlier week reports protests started today tehrans grand bazaar video starting come #iran #mahsaamini
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
president zelenskyy iranian drones devastated infrastructure one terrorist russia found another terrorist iran warns us matter time hit allies democratic iran solution #zelensky #iran
morning 40th funeral ceremony murder 22 year old #barhaneliasi 7 others murdered #javanrud #iran large number people attended attacked irgc security regime killers # # #mahsaamini #
lets compare uks response #russias invasion #ukraine #irans regimes many abuses sanctioned 1200 people following putins invasion sanctioned 40 officials islamic republic time uk step
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
@cnn world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
khamenei fears even commemoration slain protesters javanrud people gathered pay tribute 7 protesters killed 40 days ago security forces opened fire killing another brave young man borhan eliasi crimes fuel flames #iranprotests #iran
huge campaign wks ago #iran raisis @instagram banned hes since verified president one antiinternet countries deprives #iranians net accesssocial networks blue check mark @meta #iranrevolution
huge campaign wks ago #iran raisis @instagram banned hes since verified president one antiinternet countries deprives #iranians net accesssocial networks blue check mark @meta #iranrevolution
world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
anyone wondering still tweeting #iran death #mahsaamini changed absolutely nothing regime left brutal crackdowns #mahsapeyravi gets 10 years jail taking headscarf excuse dogged persistence
know know #iran #iranrevolution #shervinhajipour
dec 31sanandaj w #iran locals setting roadblocks fires taking control streets solidarity city javanrud #iranrevolution #
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
well said iranian diaspora demonstrated unprecedented unity amplifying voices #irans people moved western capitals iranian americans every right demand action correct misperceptions amp challenge amp change narrative keep speaking
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
@jasonmbrodsky dec 31 mourning ceremony seven previously killed protestors javanrood #iran yet another protestor #borhaneliasi 22 shot killed world must react atrocity let murderous #ir slaughter people easily make habit
#nazilamaroufian interviewed #mahsaaminis fathershe threatened amp asked publish arrested oct 30 amp unjustly prison since incredible courage amp commitment telling truth respect # # #iran
world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
dec 31sanandaj w #iran locals setting roadblocks fires taking control streets solidarity city javanrud #iranrevolution #
dec 31 mourning ceremony seven previously killed protestors javanrood #iran yet another protestor #borhaneliasi 22 shot killed world must react atrocity let murderous #ir slaughter people easily make habit
beheshti university graduate sepideh ahmadkhani reportedly sentenced 74 lashes six years prison connection #iranprotests also ordered write 80page thesis societys need security patriotism # #iran
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
today several cities #iran regime killing protesters terrorism people defend rights rights belong every person world instead killed #iranrevolution #mahsaamini
today december 31 continuing nationwide protests dozen people marched streets #tehran chanted slogans demonstration reportedly turned violent police security forces #iran #iranprotests
protests continue #iran reports get despite internet blockade indicate #irgc shoots protestors live ammunition grave human rights abuse world needs watch #jcpoa talks stop #irgc needs sanctions list
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
ltstronggtmehrdad malek 17 killed irans security forces #iran via @iranhrm
per iranian revolutionaries call earlier week reports protests started today tehrans grand bazaar video starting come #iran #mahsaamini
protester sets fire billboard irgcs ghassem soleimani tehran highway #mashaamini #iran #iranrevolution #
december 31 javanrud western #iran locals took mullahs regime flag today continuing nationwide protests regime 107th day uprising #iranrevolution2022 #
@taherimovement @cmorindesailly @acloisier @francoisegatel @henno @palevisenat @jacquemetannick @amelgacquerre @nassimahdindar @llafon @valerieletard @vdelahaye @91drm @claudekern @verienparent @acazabonne @annickbillon great many thanks french senators #stopexecutioniniran #iranrevoiution #iran #mahsaamini
deadly clashes today javanroud #iran regime forces firing live ammunition tear gas people gathering mark end 40day mourning period revolutionaries #mahsaamini
know know #iran #iranrevolution #shervinhajipour
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
dec 31sanandaj w #iran locals setting roadblocks fires taking control streets solidarity city javanrud #iranrevolution #
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
yesterday december 30 #hamidrezarouhis commemoration ceremony 40th day death #vahidbeygi arrested taken great tehran penitentiary security forces killed hamidreza rouhi protests #iran #iranprotests
@highlander0070 @hneumannmep great help #iran #yemen #ukraine kill two zombies one stone #iranrevolution #letafgangirlslearn
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
@pierrepoilievre beautiful family happy new year please keep supporting iranians 2023 freedom #iran #irgcterrorists #endjcpoa
protests continue #iran reports get despite internet blockade indicate #irgc shoots protestors live ammunition grave human rights abuse world needs watch #jcpoa talks stop #irgc needs sanctions list
may feel like lonely fighters sometimes together many stop win sure better 2023 freedom equality peace #iran #afghanistan #ukraine #yemen mind tonight
@jalovemil world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
irgc terrorists massacring people #javanrud mullahs regime #iran committing crimes humanity world sleeping #mahsaamini @unhrc @unhumanrights @josepborrellf @eucouncil @vp @whitehouse @europarlen @canadianpm @cnn @dwnews
irgc terrorists massacring people #javanrud mullahs regime #iran committing crimes humanity world sleeping #mahsaamini @unhrc @unhumanrights @josepborrellf @eucouncil @vp @whitehouse @europarlen @canadianpm @cnn @dwnews
world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
#anonymous #nafofellas #iran revolutionaries concerned citizens want know @elonmusk ban #ukraine 380 iran 98 country codes cant report atrocities cant register bed demand answers people demand answers
world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
sad cause true #iranrevolution #iran #iranlobby
sad cause true #iranrevolution #iran #iranlobby
irgc terrorists massacring people #javanrud mullahs regime #iran committing crimes humanity world sleeping #mahsaamini @unhrc @unhumanrights @josepborrellf @eucouncil @vp @whitehouse @europarlen @canadianpm @cnn @dwnews
107th day #iranrevolution dec 31st today tehran #iran authorities dispatched large number heavily equipped security forces antiriot units citys bazaar area prevent signs protests #freeiran2023
voice #amirnasrazadani #saeidyaghoubi #salehmirhashmi #akbargafari # # # # @europarlen @un @unhumanrights @unicef #womenlifefreedom # #iran
iranian fans chant palestine #fifaworldcup #qatar2022 #iran
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
beheshti university graduate sepideh ahmadkhani reportedly sentenced 74 lashes six years prison connection #iranprotests also ordered write 80page thesis societys need security patriotism # #iran
huge campaign wks ago #iran raisis @instagram banned hes since verified president one antiinternet countries deprives #iranians net accesssocial networks blue check mark @meta #iranrevolution
know know #iran #iranrevolution #shervinhajipour
today december 31 several #abadan refinery staff protested companys main building #iran
#nazilamaroufian interviewed #mahsaaminis fathershe threatened amp asked publish arrested oct 30 amp unjustly prison since incredible courage amp commitment telling truth respect # # #iran
world getting ready celebrate new year innocent iranian youths killed mullahs regime streets #burhaneliasi killed today #javanrud #iran @unhrc @eucouncil @dwnews @germanydiplo @vp
irgc terrorists massacring people #javanrud mullahs regime #iran committing crimes humanity world sleeping #mahsaamini @unhrc @unhumanrights @josepborrellf @eucouncil @vp @whitehouse @europarlen @canadianpm @cnn @dwnews
december 31 anzali northern #iran locals attacked site regimes irgc paramilitary basij units #iranrevolution2022 #
buitenproportionele repressie #iran een dieptepunt van 2022 godfather #mohammadghobadlou sentenced death sham trial death penalty confirmed last week mohammad 22 years old life extremely danger #stopexecutioniniran
lets compare uks response #russias invasion #ukraine #irans regimes many abuses sanctioned 1200 people following putins invasion sanctioned 40 officials islamic republic time uk step
update #iran demonstrated ababil2 weaponized uav launched hengam class landing ship target modelled eilat naval base #israel target ship modelled israeli navy saar 6 corvette
